id,agemonths,ageyears,age,agecat,sex,boxtype,trialno,sound,side,response,correct,explanation
220,51.69078947,4.307565789,4,four,f,wood,4,Met,L,R,0,1
220,51.69078947,4.307565789,4,four,f,wood,5,Woo,R,L,0,1
220,51.69078947,4.307565789,4,four,f,wood,6,Met,L,R,0,1
220,51.69078947,4.307565789,4,four,f,wood,7,Woo,R,L,0,1
220,51.69078947,4.307565789,4,four,f,wood,8,Met,L,L,1,1
220,51.69078947,4.307565789,4,four,f,wood,9,Woo,R,R,1,1
220,51.69078947,4.307565789,4,four,f,wood,10,Woo,R,R,1,1
222,38.83552632,3.23629386,3,three,m,wood,1,Met,L,L,1,1
222,38.83552632,3.23629386,3,three,m,wood,2,Woo,R,L,0,1
222,38.83552632,3.23629386,3,three,m,wood,3,Woo,R,R,1,1
222,38.83552632,3.23629386,3,three,m,wood,4,Met,L,L,1,1
222,38.83552632,3.23629386,3,three,m,wood,5,Woo,R,L,0,1
222,38.83552632,3.23629386,3,three,m,wood,6,Woo,R,L,0,1
222,38.83552632,3.23629386,3,three,m,wood,7,Met,L,R,0,1
222,38.83552632,3.23629386,3,three,m,wood,8,Met,L,L,1,1
222,38.83552632,3.23629386,3,three,m,wood,9,Woo,R,L,0,1
222,38.83552632,3.23629386,3,three,m,wood,10,Met,L,R,0,1
224,53.76973684,4.480811404,4,four,m,wood,1,Met,L,L,1,2
224,53.76973684,4.480811404,4,four,m,wood,2,Woo,R,R,1,2
224,53.76973684,4.480811404,4,four,m,wood,3,Woo,R,L,0,2
224,53.76973684,4.480811404,4,four,m,wood,4,Met,L,L,1,2
224,53.76973684,4.480811404,4,four,m,wood,5,Woo,R,R,1,2
224,53.76973684,4.480811404,4,four,m,wood,6,Woo,R,L,0,2
224,53.76973684,4.480811404,4,four,m,wood,7,Met,L,R,0,2
224,53.76973684,4.480811404,4,four,m,wood,8,Met,L,R,0,2
224,53.76973684,4.480811404,4,four,m,wood,9,Woo,R,L,0,2
224,53.76973684,4.480811404,4,four,m,wood,10,Met,L,R,0,2
225,50.13157895,4.177631579,4,four,f,wood,1,Met,L,R,0,1
225,50.13157895,4.177631579,4,four,f,wood,2,Woo,R,R,1,1
225,50.13157895,4.177631579,4,four,f,wood,3,Met,L,L,1,1
225,50.13157895,4.177631579,4,four,f,wood,4,Woo,R,R,1,1
225,50.13157895,4.177631579,4,four,f,wood,5,Met,L,L,1,1
225,50.13157895,4.177631579,4,four,f,wood,6,Woo,R,R,1,1
225,50.13157895,4.177631579,4,four,f,wood,7,Woo,R,L,0,1
225,50.13157895,4.177631579,4,four,f,wood,8,Met,L,R,0,1
225,50.13157895,4.177631579,4,four,f,wood,9,Met,L,R,0,1
225,50.13157895,4.177631579,4,four,f,wood,10,woo,R,L,0,1
226,52.69078947,4.390899123,4,four,f,wood,1,Met,L,L,1,2
226,52.69078947,4.390899123,4,four,f,wood,2,Woo,R,R,1,2
226,52.69078947,4.390899123,4,four,f,wood,3,Met,L,L,1,2
226,52.69078947,4.390899123,4,four,f,wood,4,Met,L,R,0,2
226,52.69078947,4.390899123,4,four,f,wood,5,Woo,R,L,0,2
226,52.69078947,4.390899123,4,four,f,wood,6,Met,L,L,1,2
226,52.69078947,4.390899123,4,four,f,wood,7,Woo,R,R,1,2
226,52.69078947,4.390899123,4,four,f,wood,8,Met,L,L,1,2
226,52.69078947,4.390899123,4,four,f,wood,9,Woo,R,R,1,2
226,52.69078947,4.390899123,4,four,f,wood,10,Woo,R,L,0,2
227,56.65789474,4.721491228,4,four,m,wood,1,Met,L,L,1,1
227,56.65789474,4.721491228,4,four,m,wood,2,Woo,R,R,1,1
227,56.65789474,4.721491228,4,four,m,wood,3,Woo,R,L,0,1
227,56.65789474,4.721491228,4,four,m,wood,4,Met,L,L,1,1
227,56.65789474,4.721491228,4,four,m,wood,5,Woo,R,R,1,1
227,56.65789474,4.721491228,4,four,m,wood,6,Met,L,L,1,1
227,56.65789474,4.721491228,4,four,m,wood,7,Woo,R,R,1,1
227,56.65789474,4.721491228,4,four,m,wood,8,Met,L,L,1,1
227,56.65789474,4.721491228,4,four,m,wood,9,Met,L,R,0,1
227,56.65789474,4.721491228,4,four,m,wood,10,Woo,R,L,0,1
229,59.69078947,4.974232456,4,four,f,wood,1,Met,L,L,1,3
229,59.69078947,4.974232456,4,four,f,wood,2,Woo,R,R,1,3
229,59.69078947,4.974232456,4,four,f,wood,3,Woo,R,R,1,3
229,59.69078947,4.974232456,4,four,f,wood,4,Met,L,L,1,3
229,59.69078947,4.974232456,4,four,f,wood,5,Woo,R,R,1,3
229,59.69078947,4.974232456,4,four,f,wood,6,Woo,R,R,1,3
229,59.69078947,4.974232456,4,four,f,wood,7,Met,L,L,1,3
229,59.69078947,4.974232456,4,four,f,wood,8,Met,L,L,1,3
229,59.69078947,4.974232456,4,four,f,wood,9,Woo,R,R,1,3
229,59.69078947,4.974232456,4,four,f,wood,10,Met,L,L,1,3
230,64.59210526,5.382675439,5,five,m,metal,1,Woo,L,L,1,2
230,64.59210526,5.382675439,5,five,m,metal,2,Met,R,R,1,2
230,64.59210526,5.382675439,5,five,m,metal,3,Woo,L,L,1,2
230,64.59210526,5.382675439,5,five,m,metal,4,Met,R,R,1,2
230,64.59210526,5.382675439,5,five,m,metal,5,Woo,L,L,1,2
230,64.59210526,5.382675439,5,five,m,metal,6,Met,R,R,1,2
230,64.59210526,5.382675439,5,five,m,metal,7,Met,R,L,0,2
230,64.59210526,5.382675439,5,five,m,metal,8,Woo,L,L,1,2
230,64.59210526,5.382675439,5,five,m,metal,9,Woo,L,R,0,2
230,64.59210526,5.382675439,5,five,m,metal,10,Met,R,L,0,2
231,54.42763158,4.535635965,4,four,m,metal,1,Woo,L,R,0,2
231,54.42763158,4.535635965,4,four,m,metal,2,Met,R,R,1,2
231,54.42763158,4.535635965,4,four,m,metal,3,Met,R,R,1,2
231,54.42763158,4.535635965,4,four,m,metal,4,Woo,L,R,0,2
231,54.42763158,4.535635965,4,four,m,metal,5,Met,R,R,1,2
231,54.42763158,4.535635965,4,four,m,metal,6,Met,R,R,1,2
231,54.42763158,4.535635965,4,four,m,metal,7,Woo,L,R,0,2
231,54.42763158,4.535635965,4,four,m,metal,8,Woo,L,R,0,2
231,54.42763158,4.535635965,4,four,m,metal,9,Met,R,R,1,2
231,54.42763158,4.535635965,4,four,m,metal,10,Woo,L,L,1,2
232,45.42763158,3.785635965,3,three,m,wood,1,Met,L,L,1,1
232,45.42763158,3.785635965,3,three,m,wood,2,Woo,R,R,1,1
232,45.42763158,3.785635965,3,three,m,wood,3,Met,L,R,0,1
232,45.42763158,3.785635965,3,three,m,wood,4,Met,L,R,0,1
232,45.42763158,3.785635965,3,three,m,wood,5,Woo,R,L,0,1
232,45.42763158,3.785635965,3,three,m,wood,6,Met,L,R,0,1
232,45.42763158,3.785635965,3,three,m,wood,7,Woo,R,R,1,1
232,45.42763158,3.785635965,3,three,m,wood,8,Met,L,L,1,1
232,45.42763158,3.785635965,3,three,m,wood,9,Woo,R,R,1,1
232,45.42763158,3.785635965,3,three,m,wood,10,Woo,R,L,0,1
233,69.13157895,5.760964912,5,five,m,metal,1,Woo,L,L,1,3
233,69.13157895,5.760964912,5,five,m,metal,2,Met,R,R,1,3
233,69.13157895,5.760964912,5,five,m,metal,3,Woo,L,L,1,3
233,69.13157895,5.760964912,5,five,m,metal,4,Woo,L,L,1,3
233,69.13157895,5.760964912,5,five,m,metal,5,Met,R,R,1,3
233,69.13157895,5.760964912,5,five,m,metal,6,Woo,L,L,1,3
233,69.13157895,5.760964912,5,five,m,metal,7,Met,R,R,1,3
233,69.13157895,5.760964912,5,five,m,metal,8,Woo,L,L,1,3
233,69.13157895,5.760964912,5,five,m,metal,9,Met,R,R,1,3
233,69.13157895,5.760964912,5,five,m,metal,10,Met,R,R,1,3
234,52.09868421,4.341557018,4,four,f,wood,1,Met,L,L,1,1
234,52.09868421,4.341557018,4,four,f,wood,2,Woo,R,R,1,1
234,52.09868421,4.341557018,4,four,f,wood,3,Met,L,L,1,1
234,52.09868421,4.341557018,4,four,f,wood,4,Woo,R,L,0,1
234,52.09868421,4.341557018,4,four,f,wood,5,Met,L,R,0,1
234,52.09868421,4.341557018,4,four,f,wood,6,Woo,R,R,1,1
234,52.09868421,4.341557018,4,four,f,wood,7,Woo,R,L,0,1
234,52.09868421,4.341557018,4,four,f,wood,8,Met,L,R,0,1
234,52.09868421,4.341557018,4,four,f,wood,9,Met,L,R,0,1
234,52.09868421,4.341557018,4,four,f,wood,10,woo,R,L,0,1
235,71.19736842,5.933114035,5,five,f,metal,1,Woo,L,L,1,3
235,71.19736842,5.933114035,5,five,f,metal,2,Met,R,R,1,3
235,71.19736842,5.933114035,5,five,f,metal,3,Met,R,R,1,3
235,71.19736842,5.933114035,5,five,f,metal,4,Woo,L,L,1,3
235,71.19736842,5.933114035,5,five,f,metal,5,Met,R,R,1,3
235,71.19736842,5.933114035,5,five,f,metal,6,Met,R,R,1,3
235,71.19736842,5.933114035,5,five,f,metal,7,Woo,L,L,1,3
235,71.19736842,5.933114035,5,five,f,metal,8,Woo,L,L,1,3
235,71.19736842,5.933114035,5,five,f,metal,9,Met,R,R,1,3
235,71.19736842,5.933114035,5,five,f,metal,10,Woo,L,L,1,3
237,65.86842105,5.489035088,5,five,f,metal,1,Woo,L,R,0,3
237,65.86842105,5.489035088,5,five,f,metal,2,Met,R,R,1,3
237,65.86842105,5.489035088,5,five,f,metal,3,Met,R,R,1,3
237,65.86842105,5.489035088,5,five,f,metal,4,Woo,L,L,1,3
237,65.86842105,5.489035088,5,five,f,metal,5,Met,R,R,1,3
237,65.86842105,5.489035088,5,five,f,metal,6,Woo,L,L,1,3
237,65.86842105,5.489035088,5,five,f,metal,7,Met,R,R,1,3
237,65.86842105,5.489035088,5,five,f,metal,8,Woo,L,L,1,3
237,65.86842105,5.489035088,5,five,f,metal,9,Woo,L,L,1,3
237,65.86842105,5.489035088,5,five,f,metal,10,Met,R,R,1,3
238,38.96710526,3.247258772,3,three,f,wood,1,Met,L,R,0,1
238,38.96710526,3.247258772,3,three,f,wood,2,Woo,R,R,1,1
238,38.96710526,3.247258772,3,three,f,wood,3,Met,L,L,1,1
238,38.96710526,3.247258772,3,three,f,wood,4,Met,L,L,1,1
238,38.96710526,3.247258772,3,three,f,wood,5,Woo,R,L,0,1
238,38.96710526,3.247258772,3,three,f,wood,6,Met,L,L,1,1
238,38.96710526,3.247258772,3,three,f,wood,7,Woo,R,L,0,1
238,38.96710526,3.247258772,3,three,f,wood,8,Met,L,L,1,1
238,38.96710526,3.247258772,3,three,f,wood,9,Woo,R,L,0,1
238,38.96710526,3.247258772,3,three,f,wood,10,Woo,R,L,0,1
239,51.625,4.302083333,4,four,m,metal,1,Woo,L,L,1,3
239,51.625,4.302083333,4,four,m,metal,2,Met,R,R,1,3
239,51.625,4.302083333,4,four,m,metal,3,Woo,L,L,1,3
239,51.625,4.302083333,4,four,m,metal,4,Met,R,R,1,3
239,51.625,4.302083333,4,four,m,metal,5,Woo,L,L,1,3
239,51.625,4.302083333,4,four,m,metal,6,Met,R,R,1,3
239,51.625,4.302083333,4,four,m,metal,7,Met,R,R,1,3
239,51.625,4.302083333,4,four,m,metal,8,Woo,L,L,1,3
239,51.625,4.302083333,4,four,m,metal,9,Woo,L,L,1,3
239,51.625,4.302083333,4,four,m,metal,10,Met,R,R,1,3
240,53.625,4.46875,4,four,f,metal,1,Woo,L,L,1,NA
240,53.625,4.46875,4,four,f,metal,2,Met,R,R,1,NA
240,53.625,4.46875,4,four,f,metal,3,Woo,L,L,1,NA
240,53.625,4.46875,4,four,f,metal,4,Woo,L,R,0,NA
240,53.625,4.46875,4,four,f,metal,5,Met,R,L,0,NA
240,53.625,4.46875,4,four,f,metal,6,Woo,L,L,1,NA
240,53.625,4.46875,4,four,f,metal,7,Met,R,L,0,NA
240,53.625,4.46875,4,four,f,metal,8,Woo,L,L,1,NA
240,53.625,4.46875,4,four,f,metal,9,Met,R,L,0,NA
240,53.625,4.46875,4,four,f,metal,10,Met,R,L,0,NA
241,39.72368421,3.310307018,3,three,f,wood,1,Met,L,L,1,2
241,39.72368421,3.310307018,3,three,f,wood,2,Woo,R,L,0,2
241,39.72368421,3.310307018,3,three,f,wood,3,Woo,R,L,0,2
241,39.72368421,3.310307018,3,three,f,wood,4,Met,L,L,1,2
241,39.72368421,3.310307018,3,three,f,wood,5,Woo,R,L,0,2
241,39.72368421,3.310307018,3,three,f,wood,6,Woo,R,L,0,2
241,39.72368421,3.310307018,3,three,f,wood,7,Met,L,R,0,2
241,39.72368421,3.310307018,3,three,f,wood,8,Met,L,L,1,2
241,39.72368421,3.310307018,3,three,f,wood,9,Woo,R,R,1,2
241,39.72368421,3.310307018,3,three,f,wood,10,Met,L,L,1,2
242,52.75657895,4.396381579,4,four,f,metal,1,Woo,L,L,1,3
242,52.75657895,4.396381579,4,four,f,metal,2,Met,R,R,1,3
242,52.75657895,4.396381579,4,four,f,metal,3,Met,R,R,1,3
242,52.75657895,4.396381579,4,four,f,metal,4,Woo,L,L,1,3
242,52.75657895,4.396381579,4,four,f,metal,5,Met,R,R,1,3
242,52.75657895,4.396381579,4,four,f,metal,6,Met,R,L,0,3
242,52.75657895,4.396381579,4,four,f,metal,7,Woo,L,L,1,3
242,52.75657895,4.396381579,4,four,f,metal,8,Woo,L,L,1,3
242,52.75657895,4.396381579,4,four,f,metal,9,Met,R,R,1,3
242,52.75657895,4.396381579,4,four,f,metal,10,Woo,L,L,1,3
243,69.90131579,5.825109649,5,five,m,wood,1,Met,L,L,1,3
243,69.90131579,5.825109649,5,five,m,wood,2,Woo,R,R,1,3
243,69.90131579,5.825109649,5,five,m,wood,3,Met,L,L,1,3
243,69.90131579,5.825109649,5,five,m,wood,4,Met,L,L,1,3
243,69.90131579,5.825109649,5,five,m,wood,5,Woo,R,R,1,3
243,69.90131579,5.825109649,5,five,m,wood,6,Met,L,L,1,3
243,69.90131579,5.825109649,5,five,m,wood,7,Woo,R,R,1,3
243,69.90131579,5.825109649,5,five,m,wood,8,Met,L,L,1,3
243,69.90131579,5.825109649,5,five,m,wood,9,Woo,R,R,1,3
243,69.90131579,5.825109649,5,five,m,wood,10,Woo,R,R,1,3
244,44.39473684,3.699561404,3,three,m,wood,1,Met,L,L,1,3
244,44.39473684,3.699561404,3,three,m,wood,2,Woo,R,R,1,3
244,44.39473684,3.699561404,3,three,m,wood,3,Woo,R,L,0,3
244,44.39473684,3.699561404,3,three,m,wood,4,Met,L,L,1,3
244,44.39473684,3.699561404,3,three,m,wood,5,Woo,R,R,1,3
244,44.39473684,3.699561404,3,three,m,wood,6,Woo,R,R,1,3
244,44.39473684,3.699561404,3,three,m,wood,7,Met,L,L,1,3
244,44.39473684,3.699561404,3,three,m,wood,8,Met,L,L,1,3
244,44.39473684,3.699561404,3,three,m,wood,9,Woo,R,R,1,3
244,44.39473684,3.699561404,3,three,m,wood,10,Met,L,L,1,3
245,43.36184211,3.613486842,3,three,f,wood,1,Met,L,R,0,1
245,43.36184211,3.613486842,3,three,f,wood,2,Woo,R,L,0,1
245,43.36184211,3.613486842,3,three,f,wood,3,Woo,R,R,1,1
245,43.36184211,3.613486842,3,three,f,wood,4,Met,L,L,1,1
245,43.36184211,3.613486842,3,three,f,wood,5,Woo,R,L,0,1
245,43.36184211,3.613486842,3,three,f,wood,6,Met,L,L,1,1
245,43.36184211,3.613486842,3,three,f,wood,7,Woo,R,L,0,1
245,43.36184211,3.613486842,3,three,f,wood,8,Met,L,R,0,1
245,43.36184211,3.613486842,3,three,f,wood,9,Met,L,L,1,1
245,43.36184211,3.613486842,3,three,f,wood,10,Woo,R,L,0,1
247,42.23026316,3.519188596,3,three,m,metal,1,Woo,L,R,0,1
247,42.23026316,3.519188596,3,three,m,metal,2,Met,R,R,1,1
247,42.23026316,3.519188596,3,three,m,metal,3,Met,R,R,1,1
247,42.23026316,3.519188596,3,three,m,metal,4,Woo,L,R,0,1
247,42.23026316,3.519188596,3,three,m,metal,5,Met,R,L,0,1
247,42.23026316,3.519188596,3,three,m,metal,6,Woo,L,R,0,1
247,42.23026316,3.519188596,3,three,m,metal,7,Met,R,L,0,1
247,42.23026316,3.519188596,3,three,m,metal,8,Woo,L,R,0,1
247,42.23026316,3.519188596,3,three,m,metal,9,Woo,L,R,0,1
247,42.23026316,3.519188596,3,three,m,metal,10,Met,R,L,0,1
248,44.625,3.71875,3,three,m,wood,1,Met,L,L,1,1
248,44.625,3.71875,3,three,m,wood,2,Woo,R,R,1,1
248,44.625,3.71875,3,three,m,wood,3,Woo,R,L,0,1
248,44.625,3.71875,3,three,m,wood,4,Met,L,L,1,1
248,44.625,3.71875,3,three,m,wood,5,Woo,R,R,1,1
248,44.625,3.71875,3,three,m,wood,6,Met,L,L,1,1
248,44.625,3.71875,3,three,m,wood,7,Woo,R,R,1,1
248,44.625,3.71875,3,three,m,wood,8,Met,L,L,1,1
248,44.625,3.71875,3,three,m,wood,9,Met,L,R,0,1
248,44.625,3.71875,3,three,m,wood,10,Woo,R,R,1,1
249,52.65789474,4.388157895,4,four,f,metal,1,Woo,L,L,1,1
249,52.65789474,4.388157895,4,four,f,metal,2,Met,R,R,1,1
249,52.65789474,4.388157895,4,four,f,metal,3,Woo,L,L,1,1
249,52.65789474,4.388157895,4,four,f,metal,4,Met,R,R,1,1
249,52.65789474,4.388157895,4,four,f,metal,5,Woo,L,L,1,1
249,52.65789474,4.388157895,4,four,f,metal,6,Met,R,R,1,1
249,52.65789474,4.388157895,4,four,f,metal,7,Met,R,L,0,1
249,52.65789474,4.388157895,4,four,f,metal,8,Woo,L,L,1,1
249,52.65789474,4.388157895,4,four,f,metal,9,Woo,L,R,0,1
249,52.65789474,4.388157895,4,four,f,metal,10,Met,R,R,1,1
250,65.35219298,,5,five,f,wood,1,Met,L,L,1,3
250,65.35219298,,5,five,f,wood,2,Woo,R,R,1,3
250,65.35219298,,5,five,f,wood,3,Woo,R,R,1,3
250,65.35219298,,5,five,f,wood,4,Met,L,L,1,3
250,65.35219298,,5,five,f,wood,5,Woo,R,R,1,3
250,65.35219298,,5,five,f,wood,6,Met,L,L,1,3
250,65.35219298,,5,five,f,wood,7,Woo,R,R,1,3
250,65.35219298,,5,five,f,wood,8,Met,L,L,1,3
250,65.35219298,,5,five,f,wood,9,Met,L,L,1,3
250,65.35219298,,5,five,f,wood,10,Woo,R,R,1,3
251,42.19736842,3.516447368,3,three,f,metal,1,Woo,L,R,0,1
251,42.19736842,3.516447368,3,three,f,metal,2,Met,R,R,1,1
251,42.19736842,3.516447368,3,three,f,metal,3,Met,R,R,1,1
251,42.19736842,3.516447368,3,three,f,metal,4,Woo,L,L,1,1
251,42.19736842,3.516447368,3,three,f,metal,5,Met,R,R,1,1
251,42.19736842,3.516447368,3,three,f,metal,6,Woo,L,R,0,1
251,42.19736842,3.516447368,3,three,f,metal,7,Met,R,L,0,1
251,42.19736842,3.516447368,3,three,f,metal,8,Woo,L,L,1,1
251,42.19736842,3.516447368,3,three,f,metal,9,Woo,L,R,0,1
251,42.19736842,3.516447368,3,three,f,metal,10,Met,R,R,1,1
252,56.625,4.71875,4,four,f,wood,1,Met,L,L,1,3
252,56.625,4.71875,4,four,f,wood,2,Woo,R,R,1,3
252,56.625,4.71875,4,four,f,wood,3,Met,L,L,1,3
252,56.625,4.71875,4,four,f,wood,4,Woo,R,R,1,3
252,56.625,4.71875,4,four,f,wood,5,Met,L,L,1,3
252,56.625,4.71875,4,four,f,wood,6,Woo,R,R,1,3
252,56.625,4.71875,4,four,f,wood,7,Woo,R,R,1,3
252,56.625,4.71875,4,four,f,wood,8,Met,L,L,1,3
252,56.625,4.71875,4,four,f,wood,9,Met,L,L,1,3
252,56.625,4.71875,4,four,f,wood,10,woo,R,R,1,3
253,41.72368421,3.476973684,3,three,m,metal,1,Woo,L,R,0,1
253,41.72368421,3.476973684,3,three,m,metal,2,Met,R,R,1,1
253,41.72368421,3.476973684,3,three,m,metal,3,Met,R,R,1,1
253,41.72368421,3.476973684,3,three,m,metal,4,Woo,L,R,0,1
253,41.72368421,3.476973684,3,three,m,metal,5,Met,R,R,1,1
253,41.72368421,3.476973684,3,three,m,metal,6,Met,R,R,1,1
253,41.72368421,3.476973684,3,three,m,metal,7,Woo,L,R,0,1
253,41.72368421,3.476973684,3,three,m,metal,8,Woo,L,L,1,1
253,41.72368421,3.476973684,3,three,m,metal,9,Met,R,R,1,1
253,41.72368421,3.476973684,3,three,m,metal,10,Woo,L,L,1,1
254,47,3.916666667,3,three,f,metal,1,Woo,L,L,1,1
254,47,3.916666667,3,three,f,metal,2,Met,R,R,1,1
254,47,3.916666667,3,three,f,metal,3,Met,R,L,0,1
254,47,3.916666667,3,three,f,metal,4,Woo,L,R,0,1
254,47,3.916666667,3,three,f,metal,5,Met,R,L,0,1
254,47,3.916666667,3,three,f,metal,6,Met,R,L,0,1
254,47,3.916666667,3,three,f,metal,7,Woo,L,L,1,1
254,47,3.916666667,3,three,f,metal,8,Woo,L,R,0,1
254,47,3.916666667,3,three,f,metal,9,Met,R,L,0,1
254,47,3.916666667,3,three,f,metal,10,Woo,L,R,0,1
255,55.55921053,4.629934211,4,four,m,wood,1,Met,L,R,0,2
255,55.55921053,4.629934211,4,four,m,wood,2,Woo,R,R,1,2
255,55.55921053,4.629934211,4,four,m,wood,3,Met,L,R,0,2
255,55.55921053,4.629934211,4,four,m,wood,4,Met,L,R,0,2
255,55.55921053,4.629934211,4,four,m,wood,5,Woo,R,L,0,2
255,55.55921053,4.629934211,4,four,m,wood,6,Met,L,L,1,2
255,55.55921053,4.629934211,4,four,m,wood,7,Woo,R,R,1,2
255,55.55921053,4.629934211,4,four,m,wood,8,Met,L,L,1,2
255,55.55921053,4.629934211,4,four,m,wood,9,Woo,R,R,1,2
255,55.55921053,4.629934211,4,four,m,wood,10,Woo,R,L,0,2
257,42.46052632,3.538377193,3,three,f,metal,1,Woo,L,R,0,1
257,42.46052632,3.538377193,3,three,f,metal,2,Met,R,R,1,1
257,42.46052632,3.538377193,3,three,f,metal,3,Woo,L,L,1,1
257,42.46052632,3.538377193,3,three,f,metal,4,Met,R,R,1,1
257,42.46052632,3.538377193,3,three,f,metal,5,Met,R,L,0,1
257,42.46052632,3.538377193,3,three,f,metal,6,Woo,L,L,1,1
257,42.46052632,3.538377193,3,three,f,metal,7,Met,R,R,1,1
257,42.46052632,3.538377193,3,three,f,metal,8,Woo,L,R,0,1
257,42.46052632,3.538377193,3,three,f,metal,9,Met,R,L,0,1
257,42.46052632,3.538377193,3,three,f,metal,10,Met,R,L,0,1
258,63,5.25,5,five,m,metal,1,Woo,L,R,0,3
258,63,5.25,5,five,m,metal,2,Met,R,R,1,3
258,63,5.25,5,five,m,metal,3,Woo,L,L,1,3
258,63,5.25,5,five,m,metal,4,Met,R,R,1,3
258,63,5.25,5,five,m,metal,5,Woo,L,L,1,3
258,63,5.25,5,five,m,metal,6,Met,R,R,1,3
258,63,5.25,5,five,m,metal,7,Met,R,R,1,3
258,63,5.25,5,five,m,metal,8,Woo,L,L,1,3
258,63,5.25,5,five,m,metal,9,Woo,L,L,1,3
258,63,5.25,5,five,m,metal,10,Met,R,R,1,3
259,36.06578947,3.005482456,3,three,f,metal,1,Woo,L,R,0,1
259,36.06578947,3.005482456,3,three,f,metal,2,Met,R,R,1,1
259,36.06578947,3.005482456,3,three,f,metal,3,Woo,L,R,0,1
259,36.06578947,3.005482456,3,three,f,metal,4,Met,R,R,1,1
259,36.06578947,3.005482456,3,three,f,metal,5,Woo,L,R,0,1
259,36.06578947,3.005482456,3,three,f,metal,6,Met,R,R,1,1
259,36.06578947,3.005482456,3,three,f,metal,7,Met,R,R,1,1
259,36.06578947,3.005482456,3,three,f,metal,8,Woo,L,R,0,1
259,36.06578947,3.005482456,3,three,f,metal,9,Woo,L,R,0,1
259,36.06578947,3.005482456,3,three,f,metal,10,Met,R,R,1,1
260,38.82236842,3.235197368,3,three,m,metal,1,Woo,L,R,0,1
260,38.82236842,3.235197368,3,three,m,metal,2,Met,R,R,1,1
260,38.82236842,3.235197368,3,three,m,metal,3,Woo,L,L,1,1
260,38.82236842,3.235197368,3,three,m,metal,4,Woo,L,R,0,1
260,38.82236842,3.235197368,3,three,m,metal,5,Met,R,R,1,1
260,38.82236842,3.235197368,3,three,m,metal,6,Woo,L,R,0,1
260,38.82236842,3.235197368,3,three,m,metal,7,Met,R,R,1,1
260,38.82236842,3.235197368,3,three,m,metal,8,Woo,L,R,0,1
260,38.82236842,3.235197368,3,three,m,metal,9,Met,R,R,1,1
260,38.82236842,3.235197368,3,three,m,metal,10,Met,R,R,1,1
261,63.625,5.302083333,5,five,m,metal,1,Woo,L,R,0,2
261,63.625,5.302083333,5,five,m,metal,2,Met,R,L,0,2
261,63.625,5.302083333,5,five,m,metal,3,Met,R,L,0,2
261,63.625,5.302083333,5,five,m,metal,4,Woo,L,R,0,2
261,63.625,5.302083333,5,five,m,metal,5,Met,R,R,1,2
261,63.625,5.302083333,5,five,m,metal,6,Woo,L,R,0,2
261,63.625,5.302083333,5,five,m,metal,7,Met,R,L,0,2
261,63.625,5.302083333,5,five,m,metal,8,Woo,L,L,1,2
